DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R2412,SBH,SBH,Parallel,Active,00 Block SPRINGBOROUGH CR SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1960959 51.0325674, -114.1960851 51.0325268, -114.1960767 51.0324868, -114.1960691 51.0324409, -114.1960633 51.0324004, -114.1960606 51.0323695, -114.1960592 51.0323416, -114.1960573 51.0323148, -114.196057 51.0322558, -114.1960576 51.032181, -114.1960571 51.0321689, -114.1960563 51.0321599, -114.1960546 51.0321483, -114.1960515 51.0321342, -114.1960485 51.0321237, -114.1960333 51.0320876))",a949b3ac-e68a-436c-9956-be1172389def
R2426,CHR,CHR,Parallel,Active,200 Block CHRISTIE PARK GR SW,Residential Street,N,0800-1700 MON-FRI,,,Permit Required,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1733987 51.0382798, -114.1733668 51.0382894, -114.1733254 51.0382953, -114.1732779 51.0382936, -114.1732344 51.0382851, -114.1732027 51.0382721, -114.173175 51.0382554, -114.173155 51.0382367, -114.1731474 51.0382256, -114.1731424 51.0382183, -114.173137 51.0382024, -114.173135 51.0381944, -114.1731352 51.0381864, -114.1731356 51.0381759, -114.1731352 51.0381573, -114.1731336 51.0381386, -114.1731286 51.0381145, -114.1731208 51.0380921, -114.1731079 51.0380676, -114.1730959 51.0380477, -114.1730341 51.0379521, -114.1729288 51.0377887, -114.1728969 51.0377368, -114.1728959 51.0377351, -114.1728619 51.0376798, -114.1728509 51.0376641, -114.1728394 51.0376464, -114.1728259 51.0376306, -114.172813 51.037621))",01b860b9-a8e8-41a7-bdfe-fbb14492f65c
R248,JJ,JJ,Parallel,Active,2200 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0598747 51.0722953, -114.0598735 51.0720327))",1e643984-b9c2-453d-83b5-ffda224be647
R2530,AA,AA,Parallel,Active,3400 Block CARDSTON CR NW,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.108648 51.0825727, -114.1086446 51.082571, -114.1086314 51.0825635, -114.1086182 51.0825541, -114.1086082 51.0825454, -114.1085995 51.0825366, -114.1085936 51.0825287, -114.1085881 51.0825206, -114.1085829 51.0825097, -114.1084837 51.0822556, -114.1084837 51.0822555, -114.108454 51.0821798, -114.1084465 51.0821622, -114.1084418 51.0821457, -114.1084403 51.0821307, -114.1084421 51.0821155, -114.1084528 51.0820971))",6d0ad31d-d563-493c-9f6e-200efc88a446
R3282,S,S,Parallel,Active,500 Block 28 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1277829 51.056433, -114.1277829 51.0564255, -114.1277825 51.0563021, -114.1277829 51.0561493, -114.1277826 51.0561448, -114.1277823 51.0561403, -114.127782 51.0561358, -114.1277817 51.0561312, -114.1277814 51.0561267, -114.1277807 51.0561221, -114.1277792 51.0561175, -114.1277772 51.056113, -114.1277748 51.0561085))",ea034ccd-3207-4653-ae63-f16436133285
R3292,S,S,Parallel,Active,200 Block 25 ST NW,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1202533 51.0537062, -114.1202524 51.0534416, -114.1202441 51.0534207))",75297fe9-a751-490d-a45e-27aa402e330b
R2534,Y,Y,Parallel,Active,4400 Block VANDERGRIFT CR NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1511887 51.0902784, -114.1511889 51.0902298, -114.1511895 51.0901362, -114.1511897 51.0899869, -114.1511898 51.0898455, -114.15119 51.0897268, -114.1511901 51.0895969, -114.1511904 51.0894564, -114.15119 51.0893397, -114.1511896 51.0893337, -114.1511892 51.0893277, -114.1511888 51.0893216, -114.1511884 51.0893156, -114.151188 51.0893096, -114.1511873 51.089304, -114.1511861 51.0892984, -114.1511844 51.0892928, -114.1511823 51.0892873, -114.1511799 51.0892818, -114.1511775 51.0892766, -114.151175 51.0892715, -114.1511725 51.0892664, -114.1511698 51.0892614, -114.1511671 51.0892563, -114.1511646 51.089252, -114.1511621 51.0892476, -114.1511596 51.0892432, -114.1511571 51.0892389, -114.1511546 51.0892345, -114.1511521 51.0892298, -114.1511498 51.0892251, -114.1511476 51.0892204, -114.1511456 51.0892156, -114.1511436 51.0892108, -114.1511419 51.0892055, -114.1511409 51.0892002, -114.1511404 51.0891948, -114.1511404 51.0891895, -114.1511406 51.0891841, -114.1511416 51.0891766, -114.1511434 51.0891692, -114.1511461 51.0891618, -114.1511497 51.0891545, -114.1511544 51.0891472, -114.1511592 51.0891411, -114.1511645 51.0891354, -114.1511705 51.08913, -114.1511771 51.0891249))",f1e60a35-dfb3-40b5-bf0f-aca9a020ca8c
R2639,N,N,Parallel,Active,00 Block HYSLOP DR SW,Residential Street,N,0800-1700 MON-FRI,,,Permit Required,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0809597 50.9770969, -114.0809848 50.977083, -114.0810019 50.9770633, -114.0810152 50.9770335, -114.0810278 50.9769901, -114.0810522 50.9769141, -114.0810829 50.976822, -114.0811135 50.9767315, -114.0811463 50.9766309, -114.0811815 50.9765233, -114.0811829 50.9765191))",b82f8815-c8fb-41c4-862c-482dc5b76c6b
R2645,GDL,GDL,Parallel,Active,00 Block GLENVIEW CR SW,Residential Street,N,0800-1700 MON-FRI,,,Permit Required,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1540168 51.0342516, -114.1540173 51.0342242, -114.1540177 51.0341865, -114.1540181 51.0341393, -114.154017 51.0340934, -114.1540158 51.0340413, -114.1540172 51.0339752, -114.1540175 51.0339558, -114.1540188 51.0339266, -114.1540225 51.0339021, -114.1540308 51.0338743, -114.1540462 51.0338449))",03ee232b-2342-49a8-9912-927d40a75bae
R2662,CHR,CHR,Parallel,Active,100 Block CHRISTIE PARK HL SW,Residential Street,N,0800-1700 MON-FRI,,,Permit Required,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1758134 51.037771, -114.1758311 51.0377475, -114.1758342 51.0377397, -114.1758351 51.0377375, -114.1758405 51.0377238, -114.1758433 51.0376981, -114.1758427 51.0376763, -114.1758421 51.0375589, -114.1758412 51.0374404, -114.1758418 51.0374195, -114.1758421 51.0374037, -114.175841 51.0373876, -114.1758371 51.037374, -114.1758268 51.037355, -114.1758051 51.0373341))",b121eb10-4e28-4684-bd07-c724993209bb
R2673,FF,FF,Parallel,Active,100 Block CANTER PL SW,Residential Street,N,0800-1700 MON-FRI,,,Permit Required,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0933904 50.9489863, -114.0933942 50.9488841, -114.0934002 50.9487738, -114.0934066 50.9486254, -114.0934124 50.9484882, -114.0934183 50.9483947, -114.0934185 50.9483884, -114.0934186 50.9483821, -114.0934188 50.9483757, -114.0934189 50.9483694, -114.093419 50.9483631, -114.0934194 50.9483519, -114.09342 50.9483407, -114.0934207 50.9483295, -114.0934214 50.9483183, -114.0934221 50.9483072, -114.0934224 50.9483005, -114.0934227 50.9482939, -114.093423 50.9482873, -114.0934233 50.9482807, -114.0934235 50.9482741, -114.0934233 50.9482677, -114.0934221 50.9482612, -114.0934201 50.9482548, -114.0934172 50.9482485, -114.0934133 50.9482423, -114.0934102 50.9482381, -114.0934068 50.9482341, -114.0934031 50.9482303, -114.0933994 50.9482265, -114.0933955 50.9482227, -114.0933935 50.9482208, -114.0933916 50.9482189, -114.0933896 50.9482171, -114.0933874 50.9482153, -114.0933852 50.9482135, -114.09338 50.9482099))",e550931c-698f-4f4f-9c8b-491560ec4ad6
R2704,CFC,CFC,Parallel,Active,00 Block BENY-SUR-MER RD SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1314532 51.0195392, -114.1314553 51.0195364, -114.1314567 51.0195334, -114.1314571 51.0195303, -114.1314573 51.0195174, -114.1314578 51.0195143, -114.1314591 51.0195113, -114.1314612 51.0195085, -114.1316214 51.0193365))",c860388d-0c87-493d-b122-aed143d4a35d
R2706,CFC,CFC,Parallel,Active,3800 Block SARCEE RD SW,Collector,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1321473 51.020454, -114.1321476 51.0204366, -114.132148 51.0204335, -114.1321493 51.0204305, -114.1321515 51.0204276, -114.1328283 51.0197015, -114.1328299 51.0197001, -114.1328319 51.0196988, -114.1328342 51.0196977, -114.1328367 51.0196969, -114.1328394 51.0196963, -114.1328422 51.019696, -114.1328498 51.0196956))",c02c9a34-d3ae-44d1-a361-1a5ff93e5033
R2776,O,O,Parallel,Active,2500 Block 20 ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1086803 51.0328671, -114.1086816 51.032852, -114.1086805 51.0328051, -114.1086802 51.0327628, -114.1086806 51.0326859, -114.1086813 51.0325943, -114.1086807 51.0325136, -114.1086802 51.0324293, -114.1086807 51.032346, -114.1086811 51.032286, -114.1086824 51.03223, -114.1086878 51.0321613, -114.1086968 51.0320968, -114.1087025 51.0320587, -114.108718 51.0319862, -114.1087406 51.0319066, -114.1087644 51.0318387, -114.1087736 51.0318156, -114.1087902 51.0317721, -114.1088012 51.0317458, -114.1088097 51.0317265, -114.1088305 51.0316827, -114.1088476 51.0316526, -114.1088868 51.0315823))",f4c65611-b613-4d16-89bc-2a7cecffce6b
R2807,O,O,Parallel,Active,2000 Block 22A ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.115095 51.0356509, -114.1150635 51.0356485, -114.1150524 51.0356457, -114.1150271 51.0356395, -114.1149949 51.0356225, -114.1149723 51.035601, -114.114966 51.035583, -114.1149648 51.0355669, -114.1149709 51.0355474, -114.1149849 51.035529, -114.1150011 51.0355149, -114.1150133 51.0355013, -114.115022 51.0354867, -114.1150243 51.0354733, -114.1150248 51.0354483, -114.1150239 51.0353743, -114.1150233 51.0352995, -114.115022 51.0352273, -114.1150222 51.0351445, -114.1150226 51.0351325, -114.1150222 51.0351233, -114.1150204 51.0351108, -114.1150151 51.0350958, -114.1150044 51.0350812))",78b38a2a-ec0c-4d7b-8616-3de242c110d3
R3086,X,X,Perpendicular,Active,1500 Block UNIVERSITY DR NW,Residential Street,N,0800-1700 MON-FRI,,,240,0800-1700 MON-FRI,RR,,"MULTILINESTRING ((-114.1204074 51.0648609, -114.1201782 51.0645936))",f9224364-fadf-4aa8-bcae-83fa5a63b8d8
R3089,X,X,Perpendicular,Active,1500 Block UNIVERSITY DR NW,Residential Street,N,0800-1700 MON-FRI,,,240,0800-1700 MON-FRI,RR,,"MULTILINESTRING ((-114.1206345 51.0646306, -114.1204661 51.0644369))",d412f91f-c64a-41d9-bb0a-ddaca0aba06a
R3097,X,X,Parallel,Active,1500 Block WINDSOR ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1240221 51.065159, -114.1239778 51.0651303, -114.1239265 51.065084, -114.123521 51.0646173))",2b992570-5533-4531-a5b6-f4744945566b
R3126,DD,DD,Parallel,Active,1600 Block 26 ST SE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-113.9979168 51.0394909, -113.9979176 51.0391687))",c2b73427-ebad-4c81-8ca5-c17aad379634
R3127,DD,DD,Parallel,Active,1600 Block 26 ST SE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-113.9979181 51.0391062, -113.9979143 51.038838))",4633eb17-29ac-4209-a558-fc8828ce45a6
R3215,S,S,Parallel,Active,500 Block 31 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1322696 51.0565815, -114.1322685 51.0562254))",73fab7fb-1707-41fe-987e-69036efa4226
R3217,S,S,Parallel,Active,500 Block 32 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1327443 51.0577522, -114.133318 51.0572884, -114.1333448 51.0572668, -114.1336733 51.0570037))",d90e5e37-3630-4032-b30c-b5a351a6af24
R3219,S,S,Parallel,Active,500 Block 32 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1337308 51.0569576, -114.1340164 51.0567289))",e6226381-92ab-4cc6-9358-2121cc74b947
R3325,P,P,Parallel,Active,2300 Block 7 ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0792971 51.0320481, -114.0792999 51.0320403, -114.0793014 51.0320323, -114.0793019 51.0320272, -114.0793022 51.032022, -114.0793024 51.0320169, -114.0793026 51.0320118, -114.0793027 51.0320066, -114.0793027 51.0320063, -114.0793027 51.0320061, -114.0793027 51.0320058, -114.0793027 51.0320055, -114.0793027 51.0320052, -114.0792995 51.0316818, -114.0792995 51.0316394, -114.0792991 51.0315288, -114.079299 51.0314804, -114.0792992 51.0314452, -114.0792996 51.0313885, -114.0792996 51.0313429))",33098066-689e-46ee-b055-3487083c115a
R3328,P,P,Parallel,Active,600 Block HILLCREST AV SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0777938 51.031496, -114.077805 51.0314884, -114.0778163 51.0314808, -114.0778277 51.0314732, -114.0778391 51.0314656, -114.0778483 51.0314597, -114.0778576 51.0314538, -114.0778669 51.0314479, -114.0778762 51.031442, -114.0778854 51.031436, -114.0778976 51.0314277, -114.0779096 51.0314192, -114.0779215 51.0314106, -114.0779334 51.0314021, -114.0779455 51.0313937, -114.0779569 51.031386, -114.0779683 51.0313785, -114.0779798 51.0313709, -114.0779913 51.0313633, -114.0780027 51.0313557, -114.0780123 51.0313491, -114.0780219 51.0313424, -114.0780313 51.0313357, -114.0780406 51.0313288, -114.0780498 51.0313219, -114.0780556 51.0313173, -114.0780611 51.0313126, -114.0780663 51.0313078, -114.0780713 51.0313029, -114.0780761 51.0312978, -114.0780802 51.0312933, -114.0780841 51.0312888))",01cc5076-0841-4d63-8805-83f07148d605
R3329,P,P,Parallel,Active,2400 Block HOPE ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0781159 51.0311601, -114.0779868 51.0309742, -114.0779126 51.0308784, -114.0778546 51.0308049, -114.0777967 51.0307321, -114.0777269 51.0306445, -114.0776649 51.0305679, -114.0776141 51.0305085, -114.0776093 51.0305026, -114.0776042 51.0304969, -114.0775986 51.0304914, -114.0775926 51.030486, -114.0775862 51.0304808, -114.0775783 51.030475, -114.0775702 51.0304695, -114.0775618 51.0304642, -114.077553 51.0304591, -114.0775437 51.0304543, -114.0775379 51.0304514, -114.077532 51.0304487, -114.0775259 51.0304461, -114.0775197 51.0304437, -114.0775134 51.0304414))",2d9cef16-2b2c-412d-8f55-199e53baa3f2
R3336,P,P,Parallel,Active,700 Block EARL GREY CR SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0806579 51.0307661, -114.0806592 51.0306894, -114.0806607 51.0305715, -114.0806607 51.0305676, -114.0806607 51.0305637, -114.0806607 51.0305598, -114.0806607 51.030556, -114.0806607 51.0305521, -114.0806607 51.0305475, -114.0806607 51.0305429, -114.0806606 51.0305383, -114.0806605 51.0305337, -114.0806603 51.0305291, -114.0806598 51.0305244, -114.0806588 51.0305198, -114.0806573 51.0305151, -114.0806557 51.0305105, -114.0806548 51.0305084))",87952b45-eee4-474f-b62b-19115f0ef067
R3343,P,P,Parallel,Active,2200 Block 7 ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0795925 51.0332285, -114.0795925 51.0332129, -114.0795926 51.0331973, -114.0795913 51.0331771, -114.0795879 51.033157, -114.0795833 51.0331369, -114.079578 51.0331169, -114.079573 51.0330968, -114.0795711 51.0330885, -114.0795692 51.0330802, -114.0795672 51.033072, -114.0795652 51.0330637, -114.0795631 51.0330554, -114.0795601 51.0330446, -114.079557 51.0330338, -114.0795538 51.033023, -114.0795504 51.0330122, -114.0795469 51.0330015, -114.0795437 51.0329922, -114.0795403 51.0329829, -114.0795367 51.0329737, -114.0795329 51.0329645, -114.0795288 51.0329553, -114.0795231 51.0329429, -114.0795173 51.0329305, -114.0795112 51.0329182, -114.0795048 51.0329059, -114.0794981 51.0328937, -114.0794911 51.0328815, -114.0794839 51.0328693, -114.0794767 51.0328571, -114.0794696 51.032845, -114.0794625 51.0328328, -114.0794504 51.0328116, -114.0794384 51.0327903, -114.0794266 51.0327691, -114.0794151 51.0327478, -114.079404 51.0327263, -114.0794003 51.0327186, -114.0793969 51.0327109, -114.0793937 51.0327031, -114.0793907 51.0326953, -114.0793877 51.0326875, -114.0793778 51.0326615, -114.0793682 51.0326354, -114.0793588 51.0326093, -114.0793498 51.0325832))",f7876788-2861-4aae-b2b1-58186e2dc603
R3419,P,P,Parallel,Active,2400 Block HOPE ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0781034 51.0307656, -114.0781058 51.0304893, -114.0781052 51.0304773, -114.0781028 51.0304682, -114.0780952 51.030455, -114.078087 51.0304453))",76cc0233-6e63-4a31-a0a1-7733d0b2b8b7
R3422,P,P,Parallel,Active,600 Block EARL GREY CR SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0768304 51.0314554, -114.076825 51.0314499, -114.0768196 51.0314444, -114.0768142 51.0314389, -114.0768088 51.0314334, -114.0768034 51.0314279, -114.0767966 51.0314207, -114.0767903 51.0314133, -114.0767841 51.0314059, -114.076778 51.0313985, -114.0767717 51.0313911, -114.0767611 51.0313788, -114.0767504 51.0313666, -114.0767398 51.0313543, -114.0767292 51.0313421, -114.0767185 51.0313299, -114.0767058 51.0313153, -114.076693 51.0313009, -114.0766802 51.0312864, -114.0766675 51.0312719, -114.0766549 51.0312573, -114.0766456 51.0312462, -114.0766365 51.031235, -114.0766276 51.0312238, -114.0766188 51.0312125, -114.07661 51.0312013, -114.0766019 51.0311908, -114.0765938 51.0311804, -114.0765857 51.03117, -114.0765776 51.0311595, -114.0765695 51.0311491, -114.076558 51.0311345, -114.0765463 51.03112, -114.0765346 51.0311055, -114.0765231 51.0310909, -114.076512 51.0310762, -114.0765021 51.0310628, -114.0764924 51.0310494, -114.0764828 51.0310359, -114.0764732 51.0310225, -114.0764635 51.031009, -114.0764554 51.0309979, -114.0764473 51.0309867, -114.0764392 51.0309756, -114.0764311 51.0309644, -114.076423 51.0309533, -114.0764134 51.0309397, -114.076404 51.0309261, -114.0763947 51.0309125, -114.0763855 51.0308988, -114.0763764 51.0308851, -114.0763704 51.030876, -114.0763645 51.0308668, -114.0763586 51.0308577, -114.0763527 51.0308485, -114.0763467 51.0308394, -114.0763407 51.0308307, -114.0763347 51.030822, -114.0763287 51.0308134, -114.0763227 51.0308047, -114.0763167 51.0307961, -114.0763109 51.0307876, -114.0763052 51.0307791, -114.0762996 51.0307706, -114.0762941 51.030762, -114.0762885 51.0307535, -114.0762852 51.030748, -114.0762822 51.0307424, -114.0762795 51.0307368, -114.0762769 51.0307311, -114.0762743 51.0307254, -114.0762719 51.0307195, -114.0762699 51.0307136, -114.0762682 51.0307077))",62d78f86-8fbf-4bb7-a7f4-2f6e42b44b37
R3508,G,G,Parallel,Active,200 Block 8A ST NE,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0416266 51.0545366, -114.0416273 51.0533417))",52da228b-5630-446f-9e8a-871618f79cce
R358,Y,Y,Parallel,Active,4500 Block VANDERGRIFT CR NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1525506 51.0905834, -114.1525512 51.0903608))",39b5c7b5-ba8a-495b-a38e-bd1c086b2d28
R3671,SNA,SNA,Parallel,Active,1600 Block SCOTLAND ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1080399 51.0386079, -114.1080326 51.0385969, -114.1079609 51.0384996, -114.1079343 51.0384637, -114.1078912 51.0384092, -114.1078459 51.0383525, -114.1078015 51.0383014, -114.1077623 51.0382557, -114.1077097 51.0381991, -114.1076887 51.0381793, -114.1076636 51.0381613, -114.107635 51.0381456, -114.1076033 51.0381324, -114.1075864 51.0381254, -114.1075715 51.0381166, -114.1075592 51.0381065, -114.1075496 51.0380952, -114.1075431 51.0380831, -114.1075398 51.0380705, -114.1075398 51.0380578, -114.1075432 51.0380452, -114.1075514 51.0380247, -114.1075517 51.0380235, -114.1075518 51.0380223, -114.1075516 51.038021, -114.1075556 51.038015))",32b00bdd-faca-4cae-ae69-6c398f04af64
R3696,YY,YY,Parallel,Active,3000 Block SOMERVALE CO SW,Collector,N,0800-1700 MON-FRI,,,30,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0692068 50.896465, -114.0691876 50.8963551, -114.0691731 50.896245, -114.0691631 50.8961347, -114.0691577 50.8960242))",8e025d61-1fd0-409a-a96c-eb5d88681b5c
R3714,Z,Z,Parallel,Active,00 Block 18 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1030191 51.0510242, -114.1030268 51.0509966, -114.1030267 51.0509938, -114.1030262 51.050937, -114.1030252 51.0508167, -114.1030248 51.0506856))",02ca7fd4-90ae-4dce-8f7f-edd8e9b86816
R3756,Z,Z,Parallel,Active,00 Block 18 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1030239 51.0506469, -114.1030255 51.0503257, -114.1030207 51.0502994))",fda055e6-4131-4dc0-97fb-e88e582a1dce
R5360,N,N,Parallel,Active,00 Block HARVEY PL SW,Lanes (Alleys),N,0800-1700 MON-FRI,,,Permit Required,0800-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.075511 50.9759396, -114.0757325 50.9751779))",fee14cff-6529-4822-a9b0-6f6c8529e059
R3899,M,M,Parallel,Active,1500 Block 3 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0698468 51.0660728, -114.0698478 51.0659955, -114.0698481 51.065927, -114.0698482 51.0658933, -114.0698484 51.0658586, -114.0698487 51.0657901, -114.069849 51.0657216, -114.0698493 51.0656531, -114.0698483 51.0656443, -114.0698486 51.0655729, -114.0698497 51.0652752))",450ddc26-b73f-44ed-9eaa-936ef2aafd85
R3922,M,M,Parallel,Active,1600 Block 3 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0698432 51.0666936, -114.0698434 51.0666804, -114.0698449 51.0666118, -114.0698453 51.0665434, -114.0698454 51.0665044))",7b3ca198-aff2-4770-8e4c-ac6d948b6bb7
R3965,M,M,Parallel,Active,800 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0600103 51.0596891, -114.0600113 51.0596869, -114.060012 51.0596848, -114.0600125 51.0596826, -114.0600129 51.0596804, -114.0600131 51.0596782, -114.0600133 51.0596766, -114.0600133 51.059675, -114.0600134 51.0596735, -114.0600133 51.0596719, -114.0600132 51.0596703, -114.0600152 51.0594898, -114.060013 51.0593493))",b5405657-75dc-436a-896d-e4dd86f0158b
R3991,M,M,Parallel,Active,900 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0598839 51.0601719, -114.0598843 51.0600694, -114.0598847 51.059928, -114.0598845 51.0598483, -114.0598843 51.059847, -114.0598841 51.0598458, -114.0598839 51.0598445, -114.0598837 51.0598432, -114.0598835 51.059842, -114.0598834 51.0598403, -114.0598835 51.0598387, -114.0598835 51.059837, -114.0598832 51.0598354, -114.0598825 51.0598338, -114.0598823 51.0598336, -114.0598822 51.0598334, -114.059882 51.0598332, -114.0598819 51.059833, -114.0598817 51.0598328, -114.0598817 51.0598327))",fada0330-e160-4217-9c83-73d49f1574f7
R3992,M,M,Parallel,Active,900 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0598847 51.0605475, -114.0598852 51.0605407, -114.059885 51.0605231, -114.0598852 51.0605092, -114.059885 51.0604994, -114.0598851 51.0604889, -114.0598857 51.0603811, -114.0598836 51.060256))",1c83685d-2335-41e0-a64b-daeb6ed3c819
R3995,M,M,Parallel,Active,800 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0600124 51.0592719, -114.0600111 51.05899, -114.06001 51.0589407))",05ec03bf-5e34-42b1-9cb6-49214f1c95f5
R4008,M,M,Parallel,Active,1100 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.059874 51.0619456, -114.059874 51.0619229, -114.0598742 51.0619107, -114.0598745 51.0617796, -114.0598735 51.0616328))",ba199024-13aa-49c8-bba6-9044e9ce15d7
R4009,M,M,Parallel,Active,1100 Block 1 ST NE,Residential Street,N,0800-1700 MON-FRI,,,60,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0598701 51.0623525, -114.0598718 51.0623478, -114.0598725 51.0623419, -114.0598725 51.0623346, -114.0598725 51.0623264, -114.0598724 51.0623184, -114.0598724 51.0623056, -114.0598729 51.0621293, -114.0598736 51.0620298))",5bb93cea-fd5d-4bab-857e-1334bb337622
R4182,SCA,SCA,Parallel,Active,100 Block SCENIC VIEW BA NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FL,NW,"MULTILINESTRING ((-114.2168682 51.1256027, -114.2168592 51.1256039, -114.2168506 51.125606, -114.2168425 51.1256088, -114.2168353 51.1256123, -114.216829 51.1256165, -114.2168238 51.1256213, -114.2167226 51.1257292, -114.2167182 51.1257349, -114.2167154 51.125741, -114.2167142 51.1257473, -114.2167147 51.1257536, -114.2167169 51.1257598))",70ddc51e-cd68-47aa-b3b4-bef5fc257333
R4183,SCA,SCA,Parallel,Active,8900 Block SCURFIELD DR NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2186509 51.1237252, -114.2183305 51.123519))",c54e6553-807d-4554-af16-eeef17623e76
